SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
4146    0031,1,1,C,Brick/Concr,25,Fair +,WS,Wood Siding,14,0,2002/07/05 00:00:00+00,150000,Q,1925,,1955,1,3103,81,3375,2023/01/05 05:16:47+00,16968892
4146    0038,1,1,C,Brick/Concr,35,Average +,C,Concrete,10,0,2018/03/19 00:00:00+00,1600000,Q,1950,2008,1995,3,1876,65,12150,2023/01/05 05:16:47+00,16968893
4146    0039,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,8,2021/03/08 00:00:00+00,2000000,U,1925,2016,2000,2,9248,21,3994,2023/01/05 05:16:47+00,16968894
4146    0807,1,1,C,Brick/Concr,30,Average,C,Concrete,14,0,2021/05/03 00:00:00+00,0,U,1925,,1960,2,1445,83,1913,2023/01/05 05:16:47+00,16968895
4146    0811,1,1,D,Wood/Frame,30,Average,SU,Stucco,8,0,1997/07/11 00:00:00+00,75000,U,1910,,1965,1,3344,81,2700,2023/01/05 05:16:47+00,16968896
4146    0812,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,6,2000/09/27 00:00:00+00,144000,Q,1949,,1970,1,4020,21,4115,2023/01/05 05:16:47+00,16968897
4146    0813,1,1,C,Brick/Concr,30,Average,BR,Brick,10,0,2013/10/31 00:00:00+00,225000,Q,1925,2017,1940,1,1750,42,2129,2023/01/05 05:16:47+00,16968898
4147    0051,1,1,C,Brick/Concr,30,Average,SU,Stucco,16,,2020/10/26 00:00:00+00,0,U,1900,2007,1962,3,7020,49,13640,2023/01/05 05:16:47+00,16968899
4147    0053,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2009/05/05 00:00:00+00,450000,Q,1926,2004,1984,1,2964,42,1649,2023/01/05 05:16:47+00,16968900
4147    0054,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2007/04/03 00:00:00+00,750000,Q,1926,2007,1990,1,2916,42,1955,2023/01/05 05:16:47+00,16968901
4163    0004,1,1,B,Reinf Concr,30,Average,BR,Brick,8,,1900/01/01 00:00:00+00,,U,1962,,1985,1,163068,82,139844,2023/01/05 05:16:47+00,16968902
4163    0004,2,1,0,No Data,0,Default,BR,Brick,10,,1900/01/01 00:00:00+00,,U,1968,,1968,1,37879,82,139844,2023/01/05 05:16:47+00,16968903
4166    0017,1,1,C,Brick/Concr,40,Good,BR,Brick,12,0,1900/01/01 00:00:00+00,,U,1950,2006,1977,1,4799,81,46848,2023/01/05 05:16:47+00,16968904
4166    0017,2,1,C,Brick/Concr,40,Good,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1950,,1964,1,5010,81,46848,2023/01/05 05:16:47+00,16968905
4166    0017,3,1,C,Brick/Concr,40,Good,BR,Brick,14,,1900/01/01 00:00:00+00,,U,1968,,1975,1,11086,81,46848,2023/01/05 05:16:47+00,16968906
4176    0028,1,1,C,Brick/Concr,30,Average,BR,Brick,8,1,1900/01/01 00:00:00+00,,U,1952,,1975,1,36894,81,37442,2023/01/05 05:16:47+00,16968907
4176    0028,2,1,0,No Data,0,Default,BR,Brick,30.7,,1900/01/01 00:00:00+00,,U,1949,,1949,1,5616,81,37442,2023/01/05 05:16:47+00,16968908
4182    0800,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,8522,44,50240,2023/01/05 05:16:47+00,16968909
4182    0800,2,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,5112,44,50240,2023/01/05 05:16:47+00,16968910
4182    0800,3,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,2256,44,50240,2023/01/05 05:16:47+00,16968911
4182    0800,4,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,1500,44,50240,2023/01/05 05:16:47+00,16968912
4182    0800,5,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,1500,44,50240,2023/01/05 05:16:47+00,16968913
4182    0800,6,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,1500,44,50240,2023/01/05 05:16:47+00,16968914
4182    0800,7,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,1500,44,50240,2023/01/05 05:16:47+00,16968915
4182    0800,8,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2010/08/04 00:00:00+00,4800000,Q,1948,2006,1977,1,11664,44,50240,2023/01/05 05:16:47+00,16968916
4185    0005,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2019/09/23 00:00:00+00,0,U,1957,,1980,4,50385,81,106215,2023/01/05 05:16:47+00,16968917
4192    0023,1,1,C,Brick/Concr,30,Average,BR,Brick,9,13,2014/03/11 00:00:00+00,1100000,U,1939,,1985,1,9690,21,2790,2023/01/05 05:16:47+00,16968918
4202    0191,1,1,C,Brick/Concr,30,Average,BR,Brick,20,6,2017/06/19 00:00:00+00,1000000,Q,1927,,1967,5,7986,21,3675,2023/01/05 05:16:47+00,16968919
4203    0800,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1919,,1919,1,104452,83,237253,2023/01/05 05:16:47+00,16968920
4204    0084,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2020/09/23 00:00:00+00,0,U,1928,2012,1969,3,4131,41,5809,2023/01/05 05:16:47+00,16968921
4204    0813,1,1,C,Brick/Concr,40,Good,BR,Brick,12,,2002/06/13 00:00:00+00,199000,Q,1928,2015,1969,1,2298,49,2232,2023/01/05 05:16:47+00,16968922
4207    0015,1,1,D,Wood/Frame,60,Excellent,BR,Brick,9,12,2015/11/17 00:00:00+00,321110,U,1905,,1924,4,2584,21,8603,2023/01/05 05:16:47+00,16968923
4207    0032,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2018/11/14 00:00:00+00,1860000,Q,1968,,1973,4,11070,21,12316,2023/01/05 05:16:47+00,16968924
4207    0033,1,1,C,Brick/Concr,30,Average,BR,Brick,9,15,2017/04/18 00:00:00+00,1710000,Q,1956,,1962,2,13386,21,13597,2023/01/05 05:16:47+00,16968925
4208    0012,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2007/09/27 00:00:00+00,1700000,Q,1933,,1990,1,6116,74,3150,2023/01/05 05:16:47+00,16968926
4208    0027,1,1,C,Brick/Concr,30,Average,BR,Brick,9,22,2010/03/18 00:00:00+00,680000,U,1941,,1980,1,14364,21,4095,2023/01/05 05:16:47+00,16968927
4208    0028,1,1,C,Brick/Concr,30,Average,BR,Brick,16,,1900/01/01 00:00:00+00,,U,1941,,1962,1,476,365,17228,2023/01/05 05:16:47+00,16968928
4208    0029,1,1,C,Brick/Concr,55,Very Good +,BV,Brick Veneer,9,,2020/09/18 00:00:00+00,1700000,Q,1900,,1995,4,7436,39,5490,2023/01/05 05:16:47+00,16968929
4208    0822,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2005/05/10 00:00:00+00,180000,Q,1931,,1975,1,1623,41,1575,2023/01/05 05:16:47+00,16968930
4208    0823,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2005/11/17 00:00:00+00,425000,Q,1931,2011,1968,1,1545,41,1575,2023/01/05 05:16:47+00,16968931
4208    0831,1,1,C,Brick/Concr,20,Fair,0,Typical,8,0,1900/01/01 00:00:00+00,,U,1950,,1950,1,14056,81,16618,2023/01/05 05:16:47+00,16968932
4208S   0001,1,1,C,Brick/Concr,30,Average,0,Typical,8,0,2008/02/05 00:00:00+00,515000,Q,1950,,1950,1,1494,62,6261,2023/01/05 05:16:47+00,16968933
4209    0005,1,1,C,Brick/Concr,35,Average +,CB,Concrete Block,12,0,2016/10/04 00:00:00+00,725000,Q,1961,2009,1992,5,1625,68,3346,2023/01/05 05:16:47+00,16968934
4209    0006,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,2000/11/15 00:00:00+00,100000,Q,1925,,1972,1,2340,42,3061,2023/01/05 05:16:47+00,16968935
4209    0006,2,1,0,No Data,0,Default,BR,Brick,12,,2000/11/15 00:00:00+00,100000,Q,1954,,1954,1,3030,42,3061,2023/01/05 05:16:47+00,16968936
4209    0007,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2018/03/06 00:00:00+00,475000,Q,1937,2008,1970,3,3497,49,3399,2023/01/05 05:16:47+00,16968937
4209    0024,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1994/02/17 00:00:00+00,350000,Q,1970,,1970,1,3225,81,24500,2023/01/05 05:16:47+00,16968938
4209    0025,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2014/05/12 00:00:00+00,0,U,1983,,1987,2,2620,41,6580,2023/01/05 05:16:47+00,16968939
4210    0049,1,1,C,Brick/Concr,30,Average,C,Concrete,8,0,1900/01/01 00:00:00+00,0,U,1905,,1905,1,29400,86,20812,2023/01/05 05:16:47+00,16968940
4211    0818,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1900/01/01 00:00:00+00,0,U,1900,,1900,1,1056,87,271250,2023/01/05 05:16:47+00,16968941
4212    0803,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,1900/01/01 00:00:00+00,,U,1900,,1900,1,99900,83,105390,2023/01/05 05:16:47+00,16968942
4215    0820,1,1,0,No Data,0,Default,BR,Brick,8,0,1900/01/01 00:00:00+00,0,U,1940,,1940,1,678,87,134040,2023/01/05 05:16:47+00,16968943
4217    0004,1,1,C,Brick/Concr,50,Very Good,BR,Brick,12,,2014/01/24 00:00:00+00,450000,U,1900,2011,1967,1,10777,42,5460,2023/01/05 05:16:47+00,16968944
4217    2044,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2022,,2022,1,2229,48,699,2023/01/05 05:16:47+00,16968945
4217    2045,1,1,0,No Data,0,Default,0,Typical,,1,1900/01/01 00:00:00+00,0,U,2022,,2022,1,2129,48,669,2023/01/05 05:16:47+00,16968946
4217N   0007,1,1,C,Brick/Concr,30,Average,BR,Brick,,,1900/01/01 00:00:00+00,,U,1925,,1970,1,8616,42,14665,2023/01/05 05:16:47+00,16968947
4217N   0808,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,0,1999/04/01 00:00:00+00,0,U,1953,,1953,1,7329,83,61603,2023/01/05 05:16:47+00,16968948
4217N   0808,2,1,0,No Data,0,Default,BR,Brick,13,,1999/04/01 00:00:00+00,0,U,1946,,1946,1,24224,83,61603,2023/01/05 05:16:47+00,16968949
4217N   0808,3,1,0,No Data,0,Default,BR,Brick,13,,1999/04/01 00:00:00+00,0,U,1956,,1956,1,0,83,61603,2023/01/05 05:16:47+00,16968950
4217N   0808,4,1,0,No Data,0,Default,BR,Brick,13,,1999/04/01 00:00:00+00,0,U,1946,,1946,1,6524,83,61603,2023/01/05 05:16:47+00,16968951
4219    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,36,,1900/01/01 00:00:00+00,,U,1900,2010,1967,1,4149,42,1386,2023/01/05 05:16:47+00,16968952
4219    0009,1,1,C,Brick/Concr,30,Average,BR,Brick,37,,2011/05/24 00:00:00+00,500000,U,1927,2012,1982,1,9364,42,1776,2023/01/05 05:16:47+00,16968953
4219    0022,1,1,C,Brick/Concr,30,Average,BR,Brick,21,,2007/03/01 00:00:00+00,660000,Q,1920,2008,1973,1,3507,41,4061,2023/01/05 05:16:47+00,16968954
4219    0027,1,1,C,Brick/Concr,35,Average +,BR,Brick,21,,1900/01/01 00:00:00+00,,U,1921,,1968,1,1495,41,1902,2023/01/05 05:16:47+00,16968955
4219    0030,1,1,C,Brick/Concr,30,Average,BR,Brick,21,0,2009/06/17 00:00:00+00,161630,Q,1921,2014,1992,1,2202,41,1119,2023/01/05 05:16:47+00,16968956
4219    0031,1,1,C,Brick/Concr,30,Average,BR,Brick,22,,1999/04/01 00:00:00+00,0,U,1928,2015,1979,1,4724,41,2596,2023/01/05 05:16:47+00,16968957
4219    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,23,,1900/01/01 00:00:00+00,,U,1925,2005,1963,1,3540,42,2767,2023/01/05 05:16:47+00,16968958
4219    0037,1,1,C,Brick/Concr,30,Average,BR,Brick,21,,1900/01/01 00:00:00+00,0,U,1932,1970,1986,1,1246,49,3179,2023/01/05 05:16:47+00,16968959
4219    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,28,,2011/05/12 00:00:00+00,375000,U,1925,2011,1967,1,4605,42,2072,2023/01/05 05:16:47+00,16968960
4219    0804,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,21,,2019/03/14 00:00:00+00,250000,Q,1923,1970,1970,4,2201,41,1473,2023/01/05 05:16:47+00,16968961
4219    0806,1,1,C,Brick/Concr,35,Average +,BR,Brick,21,,2011/05/24 00:00:00+00,500000,U,1923,2014,1977,1,2832,41,1380,2023/01/05 05:16:47+00,16968962
4219    0823,1,1,B,Reinf Concr,30,Average,BR,Brick,12,1,2021/05/11 00:00:00+00,0,U,1941,2017,2001,4,2609,41,3411,2023/01/05 05:16:47+00,16968963
4219    0825,1,1,C,Brick/Concr,50,Very Good,BR,Brick,29,,2020/01/24 00:00:00+00,1700000,Q,1913,2009,1990,4,6383,42,2141,2023/01/05 05:16:47+00,16968964
4220    0803,1,1,C,Brick/Concr,30,Average,0,Typical,8,0,2017/03/24 00:00:00+00,842300,U,1924,,1900,4,10182,81,7165,2023/01/05 05:16:47+00,16968965
4230    0030,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2014/05/06 00:00:00+00,200000,Q,1935,,1965,2,1862,41,3589,2023/01/05 05:16:47+00,16968966
4230    0031,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2014/05/06 00:00:00+00,250000,Q,1931,2016,1967,5,1547,41,2003,2023/01/05 05:16:47+00,16968967
4230    0037,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2007/02/22 00:00:00+00,0,U,1937,,1964,1,2302,41,1991,2023/01/05 05:16:47+00,16968968
4230    0055,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2008/04/04 00:00:00+00,365000,Q,1936,2008,1960,1,2076,41,2706,2023/01/05 05:16:47+00,16968969
4230    0056,1,1,C,Brick/Concr,15,Poor +,BR,Brick,8,0,2013/06/28 00:00:00+00,279000,U,1936,,1995,1,2490,83,2677,2023/01/05 05:16:47+00,16968970
4230    0059,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2018/01/22 00:00:00+00,687000,Q,1937,,1985,3,1835,41,1474,2023/01/05 05:16:47+00,16968971
4230    0060,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2003/06/17 00:00:00+00,0,U,1937,2003,1959,1,1835,41,1466,2023/01/05 05:16:47+00,16968972
4230    0061,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1937,,1970,1,1802,41,1457,2023/01/05 05:16:47+00,16968973
4230    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,9,12,2022/10/26 00:00:00+00,1800000,Q,1937,,1985,2,13200,21,8000,2023/01/05 05:16:47+00,16968974
4233    0011,1,1,C,Brick/Concr,35,Average +,BR,Brick,8,,2021/02/09 00:00:00+00,0,U,1953,,1985,2,35485,81,85821,2023/01/05 05:16:47+00,16968975
4248    0007,1,1,C,Brick/Concr,35,Average +,WS,Wood Siding,12,,1900/01/01 00:00:00+00,,U,1907,2015,1967,1,3453,42,5271,2023/01/05 05:16:47+00,16968976
4248    0013,1,1,C,Brick/Concr,30,Average,BR,Brick,15,,1900/01/01 00:00:00+00,,U,1925,2005,1950,1,2765,41,4493,2023/01/05 05:16:47+00,16968977
4248    0014,1,1,C,Brick/Concr,30,Average,BR,Brick,18,,1900/01/01 00:00:00+00,,U,1912,2016,1981,1,2880,41,1544,2023/01/05 05:16:47+00,16968978
4248    0018,1,1,C,Brick/Concr,35,Average +,BR,Brick,20,,2013/04/12 00:00:00+00,0,U,1929,,1975,1,4380,41,2247,2023/01/05 05:16:47+00,16968979
4248    0021,1,1,C,Brick/Concr,30,Average,BR,Brick,27,,2015/08/27 00:00:00+00,0,U,1955,,1977,3,3492,42,1528,2023/01/05 05:16:47+00,16968980
4248    0022,1,1,C,Brick/Concr,35,Average +,BR,Brick,16,,2019/11/19 00:00:00+00,800000,Q,1925,1970,1983,2,3439,41,1587,2023/01/05 05:16:47+00,16968981
4248    0023,1,1,C,Brick/Concr,35,Average +,BR,Brick,18,,2018/06/04 00:00:00+00,1200000,Q,1925,2008,1990,4,2000,41,1647,2023/01/05 05:16:47+00,16968982
4248    0024,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2012/03/26 00:00:00+00,275000,Q,1925,2012,1977,1,2039,41,1706,2023/01/05 05:16:47+00,16968983
4248    0025,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2020/09/10 00:00:00+00,750000,Q,1925,1970,1983,2,2480,41,1765,2023/01/05 05:16:47+00,16968984
4248    0026,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1925,1970,1983,1,1600,41,1824,2023/01/05 05:16:47+00,16968985
4248    0806,1,1,C,Brick/Concr,15,Poor +,BR,Brick,32,6,1900/01/01 00:00:00+00,,U,0,,1953,1,10700,29,3768,2023/01/05 05:16:47+00,16968986
4248    0808,1,1,C,Brick/Concr,30,Average,BR,Brick,15,,2019/04/01 00:00:00+00,0,U,1923,2012,1977,3,1016,41,988,2023/01/05 05:16:47+00,16968987
4248    0809,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2002/07/08 00:00:00+00,163000,Q,1941,2002,1990,1,2583,49,1236,2023/01/05 05:16:47+00,16968988
4248    0810,1,1,C,Brick/Concr,30,Average,BR,Brick,16,1,2014/10/27 00:00:00+00,1200000,Q,1900,2010,1990,5,6080,41,3826,2023/01/05 05:16:47+00,16968989
4248    0815,1,1,C,Brick/Concr,30,Average,BR,Brick,10,0,2012/11/09 00:00:00+00,470000,U,1900,2013,1966,1,3220,41,1585,2023/01/05 05:16:47+00,16968990
4248    0816,1,1,C,Brick/Concr,30,Average,BR,Brick,10,0,2012/11/09 00:00:00+00,470000,U,1926,2013,1968,1,4210,42,1844,2023/01/05 05:16:47+00,16968991
4249    0014,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,2022/12/19 00:00:00+00,1740000,Q,1917,1982,1984,3,5547,81,4480,2023/01/05 05:16:47+00,16968992
4249    0018,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2018/10/02 00:00:00+00,210427,U,1938,2012,1983,6,3862,42,4132,2023/01/05 05:16:47+00,16968993
4249    0019,1,1,D,Wood/Frame,35,Average +,WS,Wood Siding,8,0,2006/05/18 00:00:00+00,0,U,1955,2009,1963,1,5316,39,10492,2023/01/05 05:16:47+00,16968994
4249    0019,2,1,C,Brick/Concr,35,Average +,,,,,2006/05/18 00:00:00+00,0,U,1955,2009,1969,1,3906,39,10492,2023/01/05 05:16:47+00,16968995
4249    0020,1,1,C,Brick/Concr,30,Average,BR,Brick,,,1900/01/01 00:00:00+00,0,U,1938,,1980,1,9945,49,9936,2023/01/05 05:16:47+00,16968996
4249    0821,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,,2004/04/09 00:00:00+00,750000,Q,1942,2004,1925,1,7000,41,17072,2023/01/05 05:16:47+00,16968997
4250    0013,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2013/04/12 00:00:00+00,229000,Q,1923,2015,1992,1,1227,41,2138,2023/01/05 05:16:47+00,16968998
4250    0014,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1923,2011,1967,1,1230,41,2150,2023/01/05 05:16:47+00,16968999
4250    0015,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1923,2014,1967,1,942,41,2164,2023/01/05 05:16:47+00,16969000
4250    0016,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1923,,1934,1,914,41,2135,2023/01/05 05:16:47+00,16969001
4250    0017,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1923,2015,1967,1,1332,41,2173,2023/01/05 05:16:47+00,16969002
4250    0018,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,1900/01/01 00:00:00+00,,U,1923,2016,1972,1,1238,41,2261,2023/01/05 05:16:47+00,16969003
4250    0023,1,1,C,Brick/Concr,30,Average,BR,Brick,12,,2014/02/24 00:00:00+00,290000,Q,1923,2005,1963,1,1371,41,1895,2023/01/05 05:16:47+00,16969004
4250    0024,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2015/08/20 00:00:00+00,119590,U,1923,,1955,2,1371,41,1906,2023/01/05 05:16:47+00,16969005
4250    0025,1,1,C,Brick/Concr,15,Poor +,BR,Brick,8,,1900/01/01 00:00:00+00,,U,1930,,1957,1,11973,38,4643,2023/01/05 05:16:47+00,16969006
4253    0802,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,0,1999/04/01 00:00:00+00,0,U,1910,,1910,1,5460,81,5000,2023/01/05 05:16:47+00,16969007
4253    0809,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,12,0,2012/06/20 00:00:00+00,675000,U,1910,,1933,1,8502,81,5000,2023/01/05 05:16:47+00,16969008
4254    0049,1,1,A,Struct Steel,20,Fair,0,Typical,8,0,2019/07/01 00:00:00+00,5491200,U,1900,,1900,3,3792,89,20000,2023/01/05 05:16:47+00,16969009
4255    0021,1,1,D,Wood/Frame,10,Poor,WS,Wood Siding,16,,2016/01/27 00:00:00+00,425000,U,1910,,1962,2,672,62,4079,2023/01/05 05:16:47+00,16969010
4255    0029,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,10,,2011/04/07 00:00:00+00,750000,Q,1964,,1970,1,7100,74,11250,2023/01/05 05:16:47+00,16969011
4255    0030,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,10,,2004/10/27 00:00:00+00,500000,U,1964,,1970,1,7500,74,11250,2023/01/05 05:16:47+00,16969012
4255    0031,1,1,C,Brick/Concr,35,Average +,,,,1,2013/07/05 00:00:00+00,0,U,1900,2011,1991,1,4203,89,9200,2023/01/05 05:16:47+00,16969013
4255    0831,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2016/01/27 00:00:00+00,425000,U,1957,,1964,2,1072,49,1343,2023/01/05 05:16:47+00,16969014
4255    0832,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,2008/03/19 00:00:00+00,1550000,Q,1900,,1982,1,17973,74,17032,2023/01/05 05:16:47+00,16969015
4256    0004,1,1,C,Brick/Concr,30,Average,BR,Brick,16,,2022/01/06 00:00:00+00,1150000,Q,1931,,1982,2,756,73,7500,2023/01/05 05:16:47+00,16969016
4256    0007,1,1,C,Brick/Concr,20,Fair,BR,Brick,18,,2013/04/23 00:00:00+00,0,U,1933,,1969,1,1000,73,7500,2023/01/05 05:16:47+00,16969017
4256    0007,2,1,0,No Data,0,Default,S,Stone,12,,2013/04/23 00:00:00+00,0,U,1933,,1933,1,5500,73,7500,2023/01/05 05:16:47+00,16969018
4256    0008,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,2013/04/23 00:00:00+00,0,U,1937,,1967,1,3216,42,7500,2023/01/05 05:16:47+00,16969019
4256    0010,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,2001/11/26 00:00:00+00,335000,U,1964,,1992,1,10362,74,2250,2023/01/05 05:16:47+00,16969020
4256    0800,1,1,B,Reinf Concr,15,Poor +,BV,Brick Veneer,8,,2014/03/10 00:00:00+00,0,U,1990,,1990,1,3432,62,26206,2023/01/05 05:16:47+00,16969021
4258    0019,1,1,C,Brick/Concr,25,Fair +,SU,Stucco,12,,1900/01/01 00:00:00+00,,U,1928,,1937,1,1071,45,7748,2023/01/05 05:16:47+00,16969022
4258    0026,1,1,C,Brick/Concr,15,Poor +,BV,Brick Veneer,10,,2016/04/11 00:00:00+00,4995000,U,1953,,1971,4,9788,74,17341,2023/01/05 05:16:47+00,16969023
4258    0026,2,1,0,No Data,0,Default,CB,Concrete Block,15,0,2016/04/11 00:00:00+00,4995000,U,1952,,1952,4,8988,74,17341,2023/01/05 05:16:47+00,16969024
4258    0032,1,1,C,Brick/Concr,10,Poor,BR,Brick,20,,2007/05/15 00:00:00+00,1750000,U,1949,,1962,1,9490,74,15143,2023/01/05 05:16:47+00,16969025
4258    0033,1,1,C,Brick/Concr,10,Poor,CB,Concrete Block,18,,2007/05/15 00:00:00+00,1750000,U,1964,,1965,1,3204,74,11255,2023/01/05 05:16:47+00,16969026
4258    0036,1,1,C,Brick/Concr,30,Average,BR,Brick,20,,2015/06/01 00:00:00+00,1250000,Q,1957,,1974,4,9150,74,10196,2023/01/05 05:16:47+00,16969027
4258    0037,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,24,,2019/09/27 00:00:00+00,5800000,Q,1963,2022,1985,4,22172,51,31314,2023/01/05 05:16:47+00,16969028
4258    0138,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,12,,2012/10/25 00:00:00+00,1425000,U,1953,,1969,1,61584,75,35598,2023/01/05 05:16:47+00,16969029
4258    0139,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,21,,2001/08/29 00:00:00+00,472300,Q,1947,,1967,1,11584,81,24358,2023/01/05 05:16:47+00,16969030
4258    0140,1,1,C,Brick/Concr,30,Average,MS,Metal Siding,20,,2012/08/15 00:00:00+00,1500000,U,0,2001,1952,1,21360,74,35290,2023/01/05 05:16:47+00,16969031
4258    0141,1,1,B,Reinf Concr,60,Excellent,BV,Brick Veneer,10,,2001/11/05 00:00:00+00,800100,Q,1975,,2005,1,1676,365,19248,2023/01/05 05:16:47+00,16969032
4258    0142,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,16,1,1900/01/01 00:00:00+00,,U,1939,,1965,1,18720,63,82530,2023/01/05 05:16:47+00,16969033
4258    0143,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,20,,2010/03/16 00:00:00+00,2729000,U,1955,2009,1971,1,10855,74,12817,2023/01/05 05:16:47+00,16969034
4258    0144,1,1,C,Brick/Concr,30,Average,BR,Brick,16,,2010/06/22 00:00:00+00,0,U,1955,,1962,1,22198,74,26927,2023/01/05 05:16:47+00,16969035
4258    0145,1,1,C,Brick/Concr,20,Fair,C,Concrete,12,1,2019/09/30 00:00:00+00,4000000,Q,1955,,1975,3,31272,74,20753,2023/01/05 05:16:47+00,16969036
4258    0805,1,1,C,Brick/Concr,15,Poor +,BR,Brick,28,,1900/01/01 00:00:00+00,,U,1950,,1952,1,28050,75,15347,2023/01/05 05:16:47+00,16969037
4258    0807,1,1,C,Brick/Concr,20,Fair,BR,Brick,24,,2022/01/13 00:00:00+00,5000000,Q,1947,,1967,2,24288,75,25783,2023/01/05 05:16:47+00,16969038
4258    0809,1,1,C,Brick/Concr,35,Average +,BV,Brick Veneer,12,,2003/10/30 00:00:00+00,0,U,1931,2011,1970,1,10879,74,39646,2023/01/05 05:16:47+00,16969039
