SSL,BLDG_NUM,SECT_NUM,STRUCT_CL,STRUCT_CL_D,GRADE,GRADE_D,EXTWALL,EXTWALL_D,WALL_HGT,NUM_UNITS,SALEDATE,PRICE,QUALIFIED,AYB,YR_RMDL,EYB,SALE_NUM,LIVING_GBA,USECODE,LANDAREA,GIS_LAST_MOD_DTTM,OBJECTID
4258    0810,1,1,C,Brick/Concr,15,Poor +,BV,Brick Veneer,15,,2016/04/11 00:00:00+00,4995000,U,1953,,1977,3,7623,74,13939,2023/01/05 05:16:47+00,16969040
4258    0811,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,16,,2009/09/30 00:00:00+00,1000000,Q,1953,2014,1977,1,17147,89,34826,2023/01/05 05:16:47+00,16969041
4258    0813,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2011/12/21 00:00:00+00,765000,U,1940,2012,1946,1,14008,41,18992,2023/01/05 05:16:47+00,16969042
4258    0815,1,1,10,4 Story,50,Very Good,C,Concrete,,,2018/06/13 00:00:00+00,5500000,Q,2019,,2019,2,92620,75,46151,2023/01/05 05:16:47+00,16969043
4259    0001,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,2012/07/02 00:00:00+00,1200000,U,1950,2014,1981,1,19467,75,35616,2023/01/05 05:16:47+00,16969044
4259    0002,1,1,C,Brick/Concr,20,Fair,BR,Brick,18,,2016/07/22 00:00:00+00,2460000,Q,1950,,1977,5,14842,73,16384,2023/01/05 05:16:47+00,16969045
4259    0004,1,1,C,Brick/Concr,15,Poor +,BR,Brick,10,,2016/12/30 00:00:00+00,1986790,U,1952,,1976,3,34084,73,36681,2023/01/05 05:16:47+00,16969046
4259    0006,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,10,,2015/06/29 00:00:00+00,5900000,Q,0,,2013,2,24293,74,53067,2023/01/05 05:16:47+00,16969047
4259    0804,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,2016/12/30 00:00:00+00,1986790,U,1958,,1970,3,19980,74,36912,2023/01/05 05:16:47+00,16969048
4259    0805,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,63,114469,2023/01/05 05:16:47+00,16969049
4259    0807,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,1900/01/01 00:00:00+00,0,U,1951,,1979,1,17711,74,23974,2023/01/05 05:16:47+00,16969050
4259    2001,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,18,,1900/01/01 00:00:00+00,,U,0,,1955,1,4000,78,6484,2023/01/05 05:16:47+00,16969051
4259    2002,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,18,,2015/12/09 00:00:00+00,600000,Q,0,,1978,3,4000,78,6484,2023/01/05 05:16:47+00,16969052
4259    2003,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,18,,2015/09/10 00:00:00+00,1100000,U,0,,2012,4,4000,78,6484,2023/01/05 05:16:47+00,16969053
4259    2004,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,18,,2015/09/10 00:00:00+00,1100000,U,0,,1978,4,4000,78,6484,2023/01/05 05:16:47+00,16969054
4263    0002,1,1,S,Metal,30,Average,MS,Metal Siding,14,,2021/12/01 00:00:00+00,13725000,Q,2002,2002,2009,5,2292,465,61742,2023/01/05 05:16:47+00,16969055
4263    0003,1,1,C,Brick/Concr,30,Average,BR,Brick,14,1,1900/01/01 00:00:00+00,,U,2013,,2014,1,4596,68,30751,2023/01/05 05:16:47+00,16969056
4263    0005,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,10,0,1900/01/01 00:00:00+00,,U,0,,1985,1,60352,89,102809,2023/01/05 05:16:47+00,16969057
4263    0006,1,1,C,Brick/Concr,45,Good +,BR,Brick,10,,2019/11/26 00:00:00+00,23250000,Q,1934,,1969,3,89079,52,136675,2023/01/05 05:16:47+00,16969058
4263    0007,1,1,B,Reinf Concr,30,Average,MS,Metal Siding,20,,2014/06/24 00:00:00+00,6875000,Q,2016,,2017,3,156771,75,68653,2023/01/05 05:16:47+00,16969059
4265    0013,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2019/02/14 00:00:00+00,0,U,1925,,1935,5,3576,41,1514,2023/01/05 05:16:47+00,16969060
4265    0031,1,1,C,Brick/Concr,35,Average +,BR,Brick,14,,2020/12/11 00:00:00+00,0,U,1950,,1957,3,1500,74,3125,2023/01/05 05:16:47+00,16969061
4265    0826,1,1,C,Brick/Concr,30,Average,BR,Brick,10,,1900/01/01 00:00:00+00,0,U,1951,,1977,1,20000,74,55133,2023/01/05 05:16:47+00,16969062
4268    0801,1,1,C,Brick/Concr,20,Fair,BR,Brick,10,,2014/12/04 00:00:00+00,8250000,U,1956,,1981,3,13230,74,22824,2023/01/05 05:16:47+00,16969063
4268    0804,1,1,C,Brick/Concr,20,Fair,CB,Concrete Block,12,,2014/12/04 00:00:00+00,8250000,U,1950,,1965,3,7620,42,15900,2023/01/05 05:16:47+00,16969064
4268    0816,1,1,B,Reinf Concr,50,Very Good,0,Typical,8,0,1900/01/01 00:00:00+00,,U,1990,,1995,1,3343,68,48938,2023/01/05 05:16:47+00,16969065
4268    0816,2,1,C,Brick/Concr,30,Average,SU,Stucco,15,0,1900/01/01 00:00:00+00,,U,1957,1985,1974,1,2128,68,48938,2023/01/05 05:16:47+00,16969066
4269    0001,1,1,C,Brick/Concr,35,Average +,CB,Concrete Block,22,,1900/01/01 00:00:00+00,,U,1957,1993,1958,1,24251,75,70567,2023/01/05 05:16:47+00,16969067
4269    0802,1,1,0,No Data,0,Default,0,Typical,8,0,2012/02/09 00:00:00+00,0,U,0,,1900,1,9576,74,18215,2023/01/05 05:16:47+00,16969068
4273    0001,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,16,,2003/05/01 00:00:00+00,1800000,Q,1949,,1956,1,12470,62,61566,2023/01/05 05:16:47+00,16969069
4273    0002,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,19,,2017/05/31 00:00:00+00,659000,U,1978,,1982,2,4800,62,51031,2023/01/05 05:16:47+00,16969070
4273    0005,1,1,B,Reinf Concr,40,Good,BR,Brick,16,,2005/06/15 00:00:00+00,0,U,2008,,2010,1,81612,75,37617,2023/01/05 05:16:47+00,16969071
3711S   0803,3,1,0,No Data,0,Default,BR,Brick,12,,1997/09/10 00:00:00+00,0,U,1959,,1959,1,14028,21,43595,2023/01/05 05:16:47+00,16969072
3714    0119,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,1,1900/01/01 00:00:00+00,,U,1950,1984,1950,1,4480,81,13733,2023/01/05 05:16:47+00,16969073
3714    0119,2,1,0,No Data,0,Default,BR,Brick,14,,1900/01/01 00:00:00+00,,U,1972,,1972,1,9219,81,13733,2023/01/05 05:16:47+00,16969074
3715    0031,1,1,0,No Data,0,Default,0,Typical,8,0,1900/01/01 00:00:00+00,0,U,0,,1900,1,2107,81,25197,2023/01/05 05:16:47+00,16969075
3719    0068,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2022/02/23 00:00:00+00,6500000,U,1900,,1985,2,20639,88,34237,2023/01/05 05:16:47+00,16969076
3719    0069,1,1,C,Brick/Concr,50,Very Good,BR,Brick,10,0,2015/11/02 00:00:00+00,5230307,Q,1900,,1982,2,43683,28,48904,2023/01/05 05:16:47+00,16969077
3720    0805,1,1,C,Brick/Concr,30,Average,BR,Brick,9,,2012/12/18 00:00:00+00,2200000,Q,1956,,1969,1,31878,75,24354,2023/01/05 05:16:47+00,16969078
3720W   0030,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,10,,1900/01/01 00:00:00+00,,U,1954,,1979,1,2838,74,3128,2023/01/05 05:16:47+00,16969079
3720W   0039,1,1,C,Brick/Concr,40,Good,BV,Brick Veneer,10,,1900/01/01 00:00:00+00,,U,1953,1989,1979,1,2942,74,3356,2023/01/05 05:16:47+00,16969080
3720W   0802,1,1,C,Brick/Concr,55,Very Good +,BR,Brick,10,,2012/03/06 00:00:00+00,450000,U,1930,1975,1975,1,6000,42,4003,2023/01/05 05:16:47+00,16969081
3720W   0804,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,2019/07/12 00:00:00+00,1162000,Q,0,,1979,3,5070,42,2533,2023/01/05 05:16:47+00,16969082
3720W   0805,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2019/08/22 00:00:00+00,1890000,Q,0,,1979,4,9240,49,3940,2023/01/05 05:16:47+00,16969083
3722W   0001,1,1,C,Brick/Concr,40,Good,BR,Brick,10,,2021/07/15 00:00:00+00,13333000,Q,1900,,1990,5,45215,83,51632,2023/01/05 05:16:47+00,16969084
3722W   0001,2,1,0,No Data,0,Default,BR,Brick,12,,2021/07/15 00:00:00+00,13333000,Q,1958,,1958,5,5000,83,51632,2023/01/05 05:16:47+00,16969085
3722W   0001,3,1,0,No Data,0,Default,BR,Brick,12,,2021/07/15 00:00:00+00,13333000,Q,1958,,1958,5,30408,83,51632,2023/01/05 05:16:47+00,16969086
3727    0012,1,1,C,Brick/Concr,40,Good,BR,Brick,25,0,2005/06/14 00:00:00+00,0,U,2006,,2008,1,16000,87,112959,2023/01/05 05:16:47+00,16969087
3730    0001,1,1,C,Brick/Concr,25,Fair +,BV,Brick Veneer,16,1,2004/04/28 00:00:00+00,400000,Q,1975,,1980,1,260,165,14981,2023/01/05 05:16:47+00,16969088
3735    0151,1,1,C,Brick/Concr,40,Good,WS,Wood Siding,8,1,1900/01/01 00:00:00+00,,U,1979,,1979,1,6133,81,18252,2023/01/05 05:16:47+00,16969089
3741    0809,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,1,1997/09/19 00:00:00+00,800000,Q,1954,1985,1954,1,22152,81,22308,2023/01/05 05:16:47+00,16969090
3748    0808,1,1,B,Reinf Concr,45,Good +,BR,Brick,9,345,1900/01/01 00:00:00+00,0,U,2014,,2015,1,387224,22,201280,2023/01/05 05:16:47+00,16969091
3748    0808,2,1,C,Brick/Concr,45,Good +,BR,Brick,12,,1900/01/01 00:00:00+00,0,U,2014,,2015,1,17010,22,201280,2023/01/05 05:16:47+00,16969092
3748    7000,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969093
3748    7001,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969094
3748    7002,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969095
3748    7003,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969096
3748    7004,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969097
3748    7005,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969098
3748    7006,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969099
3748    7007,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969100
3748    7008,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969101
3748    7009,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969102
3748    7010,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969103
3748    7011,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969104
3748    7012,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969105
3748    7013,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969106
3748    7014,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969107
3748    7015,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969108
3748    7016,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969109
3748    7017,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969110
3748    7018,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969111
3748    7019,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969112
3748    7020,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969113
3748    7021,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969114
3748    7022,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969115
3748    7023,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969116
3748    7024,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969117
3748    7025,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969118
3748    7026,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969119
3748    7027,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969120
3748    7028,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969121
3748    7029,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969122
3748    7030,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969123
3748    7031,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969124
3748    7032,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969125
3748    7033,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969126
3748    7034,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969127
3748    7035,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969128
3748    7036,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969129
3748    7037,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969130
3748    7038,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969131
3748    7039,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969132
3748    7040,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969133
3748    7041,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969134
3748    7042,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969135
3748    7043,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969136
3748    7044,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969137
3748    7045,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969138
3748    7046,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969139
3748    7047,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969140
3748    7048,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,47,0,2023/01/05 05:16:47+00,16969141
3748    7049,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969142
3748    7050,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969143
3748    7051,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969144
3748    7052,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969145
3748    7053,1,1,,,,,,,,,1900/01/01 00:00:00+00,0,U,2017,,0,1,0,22,0,2023/01/05 05:16:47+00,16969146
3757    0802,1,1,C,Brick/Concr,15,Poor +,WS,Wood Siding,8,1,1900/01/01 00:00:00+00,,U,1961,,1961,1,122928,83,213405,2023/01/05 05:16:47+00,16969147
3760    0011,1,1,C,Brick/Concr,35,Average +,BR,Brick,12,,2007/04/17 00:00:00+00,590690,Q,1984,,1988,1,2585,41,16484,2023/01/05 05:16:47+00,16969148
3760    0021,1,1,C,Brick/Concr,50,Very Good,BV,Brick Veneer,16,,2009/06/16 00:00:00+00,54100380,U,1962,,1990,1,1830,365,30649,2023/01/05 05:16:47+00,16969149
3760    0802,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2007/07/25 00:00:00+00,1400000,Q,1961,,1967,1,5530,41,8682,2023/01/05 05:16:47+00,16969150
3760    0810,1,1,C,Brick/Concr,30,Average,BR,Brick,8,42,1900/01/01 00:00:00+00,,U,1963,,1963,1,41724,21,47161,2023/01/05 05:16:47+00,16969151
3761    0037,1,1,A,Struct Steel,55,Very Good +,0,Typical,8,0,1900/01/01 00:00:00+00,0,U,1900,,2022,1,17849,86,22654,2023/01/05 05:16:47+00,16969152
3765    0005,1,1,B,Reinf Concr,40,Good,0,Typical,,520,2013/01/14 00:00:00+00,2113882,U,2017,,2018,1,869190,29,216456,2023/01/05 05:16:47+00,16969153
3765    0010,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,2022/04/29 00:00:00+00,0,U,1956,,1963,2,15519,21,237622,2023/01/05 05:16:47+00,16969154
3766    0005,1,1,S,Metal,30,Average,MS,Metal Siding,8,0,2005/08/08 00:00:00+00,0,U,2003,,2003,1,24100,89,109200,2023/01/05 05:16:47+00,16969155
3766    0006,1,1,C,Brick/Concr,25,Fair +,BV,Brick Veneer,20,,1900/01/01 00:00:00+00,0,U,0,,1964,1,24120,74,93389,2023/01/05 05:16:47+00,16969156
3766    0803,1,1,D,Wood/Frame,45,Good +,0,Typical,,129,2006/03/31 00:00:00+00,0,U,2007,,2007,1,127400,29,154871,2023/01/05 05:16:47+00,16969157
3767    0005,1,1,C,Brick/Concr,20,Fair,BV,Brick Veneer,20,,2013/08/19 00:00:00+00,490659,Q,0,,1955,1,22444,74,22555,2023/01/05 05:16:47+00,16969158
3767    0006,1,1,,,30,Average,,,,129,2006/03/31 00:00:00+00,0,U,2007,,2007,1,127400,21,104579,2023/01/05 05:16:47+00,16969159
3768    0003,1,1,D,Wood/Frame,50,Very Good,WS,Wood Siding,10,59,2006/03/31 00:00:00+00,0,U,2008,,2008,1,50877,22,36228,2023/01/05 05:16:47+00,16969160
3781    0803,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,2003/12/17 00:00:00+00,850000,Q,1952,2006,1979,1,19616,74,30002,2023/01/05 05:16:47+00,16969161
3781    0804,1,1,C,Brick/Concr,25,Fair +,BR,Brick,8,0,1998/10/27 00:00:00+00,0,U,1954,,1961,1,8060,75,93506,2023/01/05 05:16:47+00,16969162
3781    0804,2,1,S,Metal,30,Average,MS,Metal Siding,26,,1998/10/27 00:00:00+00,0,U,2002,,2002,1,8000,75,93506,2023/01/05 05:16:47+00,16969163
3786    0001,1,1,C,Brick/Concr,25,Fair +,BV,Brick Veneer,8,0,1900/01/01 00:00:00+00,,U,1966,,1972,1,3191,68,21000,2023/01/05 05:16:47+00,16969164
3786    0028,1,1,0,No Data,0,Default,0,Typical,8,0,2010/03/23 00:00:00+00,0,U,1917,,1955,1,18693,81,120356,2023/01/05 05:16:47+00,16969165
3786    0028,2,1,0,No Data,0,Default,AS,Asphalt Siding,12,,2010/03/23 00:00:00+00,0,U,1917,,1923,1,3679,81,120356,2023/01/05 05:16:47+00,16969166
3786    0801,1,1,C,Brick/Concr,30,Average,BR,Brick,9,0,2005/10/11 00:00:00+00,815000,Q,1950,2007,1949,1,6272,44,9283,2023/01/05 05:16:47+00,16969167
3788    0813,1,1,A,Struct Steel,40,Good,MS,Metal Siding,50,1,2005/07/19 00:00:00+00,10350000,Q,2011,,2013,1,110851,74,358633,2023/01/05 05:16:47+00,16969168
3810    0135,1,1,C,Brick/Concr,40,Good,BR,Brick,10,1,1900/01/01 00:00:00+00,,U,1917,,1970,1,18084,81,34772,2023/01/05 05:16:47+00,16969169
3810    0811,1,1,C,Brick/Concr,30,Average,BR,Brick,10,0,2020/09/25 00:00:00+00,0,U,1967,,1972,2,19548,36,44701,2023/01/05 05:16:47+00,16969170
3810    0822,1,1,C,Brick/Concr,30,Average,BR,Brick,8,,1900/01/01 00:00:00+00,,U,1961,1989,1948,1,35415,51,138360,2023/01/05 05:16:47+00,16969171
3810    0825,1,1,,,45,Good +,S,Stone,,,1900/01/01 00:00:00+00,0,U,1917,,1980,1,10684,81,34274,2023/01/05 05:16:47+00,16969172
3814    0060,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2018/07/11 00:00:00+00,0,U,1937,,1980,3,4119,21,3665,2023/01/05 05:16:47+00,16969173
3816    0027,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2013/06/17 00:00:00+00,331667,Q,1938,,1945,1,4224,25,4559,2023/01/05 05:16:47+00,16969174
3817    0018,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2009/04/22 00:00:00+00,0,U,1937,,1955,1,4070,25,3825,2023/01/05 05:16:47+00,16969175
3819    0016,1,1,C,Brick/Concr,30,Average,BR,Brick,8,5,2003/10/01 00:00:00+00,239600,Q,1937,,1978,1,5326,21,7298,2023/01/05 05:16:47+00,16969176
3820    0081,1,1,C,Brick/Concr,60,Excellent,BR,Brick,22,1024,2016/01/08 00:00:00+00,21000000,U,1961,2013,2013,3,113298,75,68332,2023/01/05 05:16:47+00,16969177
3820    0082,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,20,1,2010/12/20 00:00:00+00,3586987,Q,1963,2011,1970,1,58429,75,87384,2023/01/05 05:16:47+00,16969178
3820    0083,1,1,C,Brick/Concr,30,Average,,,,,2002/05/20 00:00:00+00,0,U,1963,,1978,1,21552,74,43824,2023/01/05 05:16:47+00,16969179
3820    0084,1,1,C,Brick/Concr,40,Good,BR,Brick,8,0,2015/02/18 00:00:00+00,750000,Q,1965,,1985,4,630,62,17630,2023/01/05 05:16:47+00,16969180
3820    0833,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,0,1900/01/01 00:00:00+00,0,U,1963,,1969,1,47250,89,67584,2023/01/05 05:16:47+00,16969181
3821    0040,1,1,B,Reinf Concr,60,Excellent,S,Stone,33,1,1900/01/01 00:00:00+00,,U,1967,,1990,1,248643,81,377293,2023/01/05 05:16:47+00,16969182
3821    0044,1,1,0,No Data,30,Average,0,Typical,8,,1900/01/01 00:00:00+00,,U,0,,1900,1,0,83,4151999,2023/01/05 05:16:47+00,16969183
3821    0045,1,1,C,Brick/Concr,40,Good,BR,Brick,9,,1900/01/01 00:00:00+00,,U,1900,2003,1970,1,56455,81,102955,2023/01/05 05:16:47+00,16969184
3822    0022,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,12,0,2021/08/10 00:00:00+00,9408913,U,1938,2014,1975,4,7111,49,5226,2023/01/05 05:16:47+00,16969185
3822    0023,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,10,,2021/08/10 00:00:00+00,9408913,U,1938,2015,1944,4,3540,41,3835,2023/01/05 05:16:47+00,16969186
3822    0024,1,1,C,Brick/Concr,30,Average,BV,Brick Veneer,8,0,2021/08/10 00:00:00+00,9408913,U,1946,2016,1983,4,2360,41,2482,2023/01/05 05:16:47+00,16969187
3822    0025,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,12,1,2021/08/10 00:00:00+00,9408913,U,1955,2010,1981,4,2360,41,2545,2023/01/05 05:16:47+00,16969188
3822    0026,1,1,C,Brick/Concr,40,Good,C,Concrete,8,1,2021/08/10 00:00:00+00,9408913,U,1955,,1965,4,1770,41,1908,2023/01/05 05:16:47+00,16969189
3822    0027,1,1,C,Brick/Concr,40,Good,C,Concrete,12,1,2021/08/10 00:00:00+00,9408913,U,1955,,1965,4,1770,41,1908,2023/01/05 05:16:47+00,16969190
3822    0031,1,1,C,Brick/Concr,40,Good,C,Concrete,12,1,2021/08/10 00:00:00+00,9408913,U,1955,,1965,4,7111,41,5089,2023/01/05 05:16:47+00,16969191
3822    0033,1,1,C,Brick/Concr,40,Good,C,Concrete,12,3,2021/08/10 00:00:00+00,9408913,U,1955,,1963,4,2360,41,6346,2023/01/05 05:16:47+00,16969192
3822    0033,2,1,C,Brick/Concr,40,Good,BR,Brick,13,,2021/08/10 00:00:00+00,9408913,U,1938,,1965,4,1770,41,6346,2023/01/05 05:16:47+00,16969193
3822    0033,3,1,C,Brick/Concr,40,Good,BR,Brick,13,,2021/08/10 00:00:00+00,9408913,U,1938,,1965,4,1770,41,6346,2023/01/05 05:16:47+00,16969194
3822    0035,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,2021/08/10 00:00:00+00,9408913,U,1948,,1955,3,3654,62,15670,2023/01/05 05:16:47+00,16969195
3822    0036,1,1,B,Reinf Concr,40,Good,C,Concrete,10,,1900/01/01 00:00:00+00,0,U,1937,,2017,1,310748,63,173244,2023/01/05 05:16:47+00,16969196
3822    0037,1,1,C,Brick/Concr,30,Average,WS,Wood Siding,8,0,1900/01/01 00:00:00+00,0,U,1955,,1985,1,21459,74,16458,2023/01/05 05:16:47+00,16969197
3822    0802,1,1,C,Brick/Concr,30,Average,0,Typical,8,0,2021/08/10 00:00:00+00,9408913,U,1935,2000,1984,4,2250,62,10688,2023/01/05 05:16:47+00,16969198
3822    0808,1,1,C,Brick/Concr,30,Average,CB,Concrete Block,20,1,2003/08/15 00:00:00+00,5500000,U,1955,2002,1980,1,6376,62,70538,2023/01/05 05:16:47+00,16969199
3822    0818,1,1,C,Brick/Concr,30,Average,BR,Brick,16,1,2003/08/15 00:00:00+00,5500000,U,1942,2005,1979,1,39550,79,83925,2023/01/05 05:16:47+00,16969200
3827    0803,1,1,C,Brick/Concr,30,Average,BR,Brick,8,0,1983/06/23 00:00:00+00,0,U,1900,2001,1962,1,17140,89,38700,2023/01/05 05:16:47+00,16969201
